Timestamp,Milliseconds,X,Y,Z,cos,headingAccuracy
2019-10-27 21:42:51,1,0.077661,-0.115341,-0.867004,0.478506,0.0
2019-10-27 21:42:52,1000,0.240548,0.050847,-0.549284,0.798646,0.0
2019-10-27 21:42:53,2000,-0.00881,0.024301,-0.632124,0.774435,0.0
2019-10-27 21:42:54,3001,-1.51E-4,0.006271,-0.732713,0.680507,0.0
2019-10-27 21:42:55,4000,6.72E-4,0.004185,-0.731558,0.681765,0.0
2019-10-27 21:42:56,5001,8.66E-4,0.003448,-0.72328,0.690544,0.0
2019-10-27 21:42:57,6000,8.63E-4,0.003346,-0.723224,0.690604,0.0
2019-10-27 21:42:58,7001,8.44E-4,0.003323,-0.723224,0.690604,0.0
2019-10-27 21:42:59,8001,8.39E-4,0.003307,-0.723201,0.690628,0.0
2019-10-27 21:43:00,9000,8.55E-4,0.003251,-0.72319,0.69064,0.0
2019-10-27 21:43:01,10001,8.57E-4,0.003226,-0.723156,0.690675,0.0
2019-10-27 21:43:02,11000,8.57E-4,0.003226,-0.723156,0.690675,0.0
2019-10-27 21:43:03,12001,8.58E-4,0.003207,-0.723145,0.690687,0.0
2019-10-27 21:43:04,13000,8.6E-4,0.003174,-0.723134,0.690699,0.0
2019-10-27 21:43:05,14000,8.6E-4,0.003174,-0.723134,0.690699,0.0
2019-10-27 21:43:06,15001,8.6E-4,0.003174,-0.723134,0.690699,0.0
2019-10-27 21:43:07,16000,8.64E-4,0.003163,-0.723134,0.690699,0.0
2019-10-27 21:43:08,17000,8.81E-4,0.003117,-0.723089,0.690747,0.0
2019-10-27 21:43:09,18001,8.81E-4,0.003117,-0.723089,0.690747,0.0
2019-10-27 21:43:10,19000,8.92E-4,0.003106,-0.723089,0.690747,0.0
2019-10-27 21:43:11,20000,9.02E-4,0.003105,-0.723066,0.69077,0.0
2019-10-27 21:43:12,21001,9.02E-4,0.003105,-0.723066,0.69077,0.0
2019-10-27 21:43:13,22000,9.02E-4,0.003105,-0.723066,0.69077,0.0
2019-10-27 21:43:14,23001,9.18E-4,0.003088,-0.723066,0.69077,0.0
2019-10-27 21:43:15,24000,9.18E-4,0.003088,-0.723066,0.69077,0.0
2019-10-27 21:43:16,25001,9.29E-4,0.003076,-0.723055,0.690782,0.0
2019-10-27 21:43:17,26000,9.4E-4,0.003072,-0.723055,0.690782,0.0
2019-10-27 21:43:18,27000,9.52E-4,0.003044,-0.723043,0.690794,0.0
2019-10-27 21:43:19,28001,9.48E-4,0.003046,-0.723043,0.690794,0.0
2019-10-27 21:43:20,29000,9.44E-4,0.00305,-0.723021,0.690818,0.0
2019-10-27 21:43:21,30001,7.98E-4,0.003084,-0.723066,0.69077,0.0
2019-10-27 21:43:22,31000,6.26E-4,0.003364,-0.723282,0.690544,0.0
2019-10-27 21:43:23,32000,7.3E-4,0.003465,-0.723309,0.690515,0.0
2019-10-27 21:43:24,33000,5.05E-4,0.003481,-0.723446,0.690371,0.0
2019-10-27 21:43:25,34001,5.37E-4,0.003423,-0.723401,0.690419,0.0
2019-10-27 21:43:26,35000,5.48E-4,0.003453,-0.723412,0.690407,0.0
2019-10-27 21:43:27,36000,-0.057369,0.062776,-0.738581,0.668778,0.0
2019-10-27 21:43:28,37000,0.353907,0.115758,-0.444212,0.814877,0.0
2019-10-27 21:43:29,38001,1.44E-4,0.010337,-0.447674,0.894137,0.0
2019-10-27 21:43:30,39000,-0.001687,-1.38E-4,-0.414439,0.910075,0.0
2019-10-27 21:43:31,40001,-0.001767,-0.002132,-0.414865,0.909878,0.0
2019-10-27 21:43:32,41000,-0.001859,-0.002551,-0.419763,0.907627,0.0
2019-10-27 21:43:33,42000,-0.001838,-0.002814,-0.419625,0.90769,0.0
2019-10-27 21:43:34,43000,-0.001717,-0.002989,-0.419342,0.907821,0.0
