Timestamp,Milliseconds,X,Y,Z
2019-10-27 21:42:51,1,-30.06,-24.42,-22.8
2019-10-27 21:42:52,1000,-13.08,0.96,-40.44
2019-10-27 21:42:53,2000,-28.38,-2.1,-28.08
2019-10-27 21:42:54,3000,-28.439999,-1.62,-27.24
2019-10-27 21:42:55,4001,-28.74,-2.1,-27.84
2019-10-27 21:42:56,5000,-28.859999,-1.8,-27.9
2019-10-27 21:42:57,6000,-28.199999,-1.1999999,-27.66
2019-10-27 21:42:58,7001,-27.9,-1.68,-27.96
2019-10-27 21:42:59,8000,-29.34,-2.28,-27.42
2019-10-27 21:43:00,9000,-27.359999,-2.1,-28.38
2019-10-27 21:43:01,10000,-28.56,-2.28,-26.82
2019-10-27 21:43:02,11000,-28.5,-1.92,-28.199999
2019-10-27 21:43:03,12001,-28.8,-1.68,-27.539999
2019-10-27 21:43:04,13000,-28.26,-1.92,-27.72
2019-10-27 21:43:05,14000,-28.38,-2.22,-28.38
2019-10-27 21:43:06,15001,-28.38,-1.4399999,-28.14
2019-10-27 21:43:07,16000,-28.68,-2.28,-27.42
2019-10-27 21:43:08,17000,-28.68,-1.86,-27.48
2019-10-27 21:43:09,18001,-28.56,-2.1,-27.42
2019-10-27 21:43:10,19000,-28.32,-1.68,-27.539999
2019-10-27 21:43:11,20000,-28.32,-1.68,-27.72
2019-10-27 21:43:12,21001,-27.96,-1.56,-27.66
2019-10-27 21:43:13,22000,-28.5,-1.74,-28.019999
2019-10-27 21:43:14,23000,-28.199999,-1.8,-28.019999
2019-10-27 21:43:15,24001,-28.38,-2.1,-27.539999
2019-10-27 21:43:16,25000,-28.32,-2.34,-27.539999
2019-10-27 21:43:17,26000,-28.32,-2.7,-27.539999
2019-10-27 21:43:18,27001,-28.5,-1.8,-28.08
2019-10-27 21:43:19,28000,-27.9,-1.92,-27.599998
2019-10-27 21:43:20,29000,-27.9,-1.56,-27.84
2019-10-27 21:43:21,30000,-28.5,-1.74,-28.08
2019-10-27 21:43:22,31001,-27.779999,-2.1599998,-28.8
2019-10-27 21:43:23,32000,-28.32,-0.9,-28.26
2019-10-27 21:43:24,33000,-28.199999,-1.74,-27.779999
2019-10-27 21:43:25,34000,-28.439999,-1.4399999,-28.199999
2019-10-27 21:43:26,35000,-28.5,-1.38,-27.96
2019-10-27 21:43:27,36001,-24.539999,9.54,-22.74
2019-10-27 21:43:28,37000,0.17999999,2.3999999,-37.02
2019-10-27 21:43:29,38000,-16.56,14.04,-26.16
2019-10-27 21:43:30,39000,-15.719999,13.679999,-25.8
2019-10-27 21:43:31,40000,-16.02,13.92,-26.039999
2019-10-27 21:43:32,41000,-16.199999,13.559999,-25.8
2019-10-27 21:43:33,42000,-15.9,13.559999,-25.5
2019-10-27 21:43:34,43000,-16.56,14.28,-24.96
2019-10-27 21:43:35,44001,-16.32,13.86,-24.96
2019-10-27 21:43:36,45000,-16.68,14.34,-25.38
2019-10-27 21:43:37,46000,-16.38,13.139999,-25.859999
2019-10-27 21:43:38,47000,-15.839999,13.74,-25.98
2019-10-27 21:43:39,48001,-16.26,13.5,-25.32
2019-10-27 21:43:40,49000,-15.9,14.099999,-26.099998
2019-10-27 21:43:41,50000,-16.38,13.74,-25.439999
2019-10-27 21:43:42,51000,-16.26,13.559999,-25.68
2019-10-27 21:43:43,52001,-16.44,13.2,-25.8
2019-10-27 21:43:44,53000,-16.14,13.74,-25.619999
2019-10-27 21:43:45,54000,-16.5,13.32,-26.039999
2019-10-27 21:43:46,55001,-15.96,13.92,-26.16
2019-10-27 21:43:47,56000,-15.78,14.099999,-24.84
2019-10-27 21:43:48,57000,-16.5,14.16,-26.22
2019-10-27 21:43:49,58000,-16.199999,13.74,-25.439999
2019-10-27 21:43:50,59001,-16.02,13.559999,-25.92
2019-10-27 21:43:51,60000,-16.199999,14.04,-25.92
2019-10-27 21:43:52,61000,-15.96,13.98,-25.74
2019-10-27 21:43:53,62000,-15.78,13.74,-25.74
2019-10-27 21:43:54,63001,-15.78,14.16,-25.019999
2019-10-27 21:43:55,64000,-16.619999,12.66,-25.98
2019-10-27 21:43:56,65001,-16.5,13.559999,-25.92
2019-10-27 21:43:57,66000,-15.719999,14.16,-25.619999
2019-10-27 21:43:58,67000,-16.14,13.32,-25.92
2019-10-27 21:43:59,68000,-16.32,13.679999,-25.019999
2019-10-27 21:44:00,69000,-16.68,13.92,-25.26
2019-10-27 21:44:01,70001,-16.14,13.74,-25.32
2019-10-27 21:44:02,71000,-16.38,14.58,-25.68
2019-10-27 21:44:03,72000,-16.14,13.08,-25.5
2019-10-27 21:44:04,73000,-16.08,13.98,-26.22
2019-10-27 21:44:05,74001,-15.96,14.34,-25.8
2019-10-27 21:44:06,75000,-16.5,14.099999,-25.56
2019-10-27 21:44:07,76000,-15.9,13.44,-25.14
2019-10-27 21:44:08,77000,-16.74,13.38,-25.019999
2019-10-27 21:44:09,78001,-16.26,13.38,-25.38
2019-10-27 21:44:10,79000,-16.38,13.86,-24.96
2019-10-27 21:44:11,80000,-16.38,13.98,-24.96
2019-10-27 21:44:12,81000,-16.56,14.04,-26.22
2019-10-27 21:44:13,82001,-17.1,11.4,-25.5
2019-10-27 21:44:14,83000,-17.64,9.42,-27.42
2019-10-27 21:44:15,84000,-18.48,8.34,-27.84
2019-10-27 21:44:16,85000,-18.18,9.3,-27.3
2019-10-27 21:44:17,86000,-18.6,9.179999,-26.76
2019-10-27 21:44:18,87001,-18.24,9.0,-26.699999
2019-10-27 21:44:19,88000,-18.3,9.3,-27.779999
2019-10-27 21:44:20,89000,-18.0,9.48,-26.939999
2019-10-27 21:44:21,90000,-18.48,8.82,-26.58
2019-10-27 21:44:22,91000,-18.3,8.46,-27.24
2019-10-27 21:44:23,92001,-18.24,8.46,-27.72
2019-10-27 21:44:24,93001,-17.82,8.94,-27.779999
2019-10-27 21:44:25,94000,-18.539999,8.5199995,-27.539999
2019-10-27 21:44:26,95001,-18.24,9.12,-27.24
2019-10-27 21:44:27,96000,-17.699999,8.5199995,-27.539999
2019-10-27 21:44:28,97000,-18.48,8.82,-27.119999
2019-10-27 21:44:29,98001,-18.72,9.12,-27.3
2019-10-27 21:44:30,99000,-18.779999,8.58,-27.3
2019-10-27 21:44:31,100000,-18.06,8.88,-27.24
2019-10-27 21:44:32,101000,-18.6,8.639999,-26.82
2019-10-27 21:44:33,102000,-18.18,9.059999,-28.14
2019-10-27 21:44:34,103001,-18.3,9.78,-27.18
2019-10-27 21:44:35,104000,-18.539999,9.059999,-28.199999
2019-10-27 21:44:36,105000,-18.96,9.42,-27.539999
2019-10-27 21:44:37,106001,-18.24,9.599999,-28.019999
2019-10-27 21:44:38,107000,-18.18,9.78,-27.539999
2019-10-27 21:44:39,108000,-18.48,8.94,-27.119999
2019-10-27 21:44:40,109000,-17.94,9.48,-27.539999
2019-10-27 21:44:41,110000,-18.6,9.78,-28.019999
2019-10-27 21:44:42,111001,-18.42,9.599999,-28.38
2019-10-27 21:44:43,112000,-18.6,9.24,-27.42
2019-10-27 21:44:44,113000,-18.6,9.96,-27.599998
2019-10-27 21:44:45,114000,-18.72,9.719999,-28.32
2019-10-27 21:44:46,115001,-18.96,9.84,-27.42
2019-10-27 21:44:47,116000,-19.68,8.88,-27.539999
2019-10-27 21:44:48,117000,-18.539999,8.88,-28.32
2019-10-27 21:44:49,118001,-18.9,9.42,-27.66
2019-10-27 21:44:50,119000,-17.82,9.9,-28.14
2019-10-27 21:44:51,120000,-17.94,9.179999,-27.539999
2019-10-27 21:44:52,121001,-18.42,9.24,-27.72
2019-10-27 21:44:53,122000,-18.3,10.32,-27.9
2019-10-27 21:44:54,123000,-18.84,9.599999,-28.14
2019-10-27 21:44:55,124001,-19.02,9.719999,-28.439999
2019-10-27 21:44:56,125000,-18.18,9.42,-27.24
2019-10-27 21:44:57,126000,-18.72,9.599999,-27.9
2019-10-27 21:44:58,127000,-19.02,9.78,-28.08
2019-10-27 21:44:59,128001,-18.6,9.96,-28.199999
2019-10-27 21:45:00,129000,-18.6,10.08,-27.84
2019-10-27 21:45:01,130000,-18.6,9.84,-27.9
2019-10-27 21:45:02,131000,-18.24,9.36,-27.779999
2019-10-27 21:45:03,132001,-18.3,9.719999,-27.539999
2019-10-27 21:45:04,133000,-17.52,9.12,-27.359999
2019-10-27 21:45:05,134000,-18.3,9.78,-28.08
2019-10-27 21:45:06,135000,-18.84,9.42,-28.08
2019-10-27 21:45:07,136001,-18.6,9.48,-27.539999
