Timestamp,Milliseconds,X,Y,Z
2019-10-27 20:37:28,1,0.24829963,0.5716349,0.27162978
2019-10-27 20:37:29,1001,0.29106018,-0.16812295,-0.05335053
2019-10-27 20:37:30,2001,0.13467868,0.64738214,-0.20362338
2019-10-27 20:37:31,3001,0.052211877,-0.07588229,0.14701328
2019-10-27 20:37:32,4002,0.045492355,0.028575664,-0.08694811
2019-10-27 20:37:33,5001,-0.036974452,0.028575664,-0.03991149
2019-10-27 20:37:34,6001,-0.024757147,0.03529518,0.0034599407
2019-10-27 20:37:35,7001,-0.041861374,0.085997,-0.01058996
2019-10-27 20:37:36,8001,-0.091952324,-0.059999794,-0.020974668
2019-10-27 20:37:37,9002,0.29106018,0.028575664,0.16472836
2019-10-27 20:37:38,10001,-0.0870654,0.08905132,0.05110743
2019-10-27 20:37:39,11001,-0.040028777,0.0059736515,-0.038078897
2019-10-27 20:37:40,12001,0.004564385,-0.041062973,-0.02708332
2019-10-27 20:37:41,13001,0.012505634,0.014525765,-0.0026487117
2019-10-27 20:37:42,14001,0.024112074,-0.0038001926,-0.033191975
2019-10-27 20:37:43,15002,0.010062172,-7.458665E-4,4.0561453E-4
2019-10-27 20:37:44,16004,-0.003376863,0.0071953814,-0.003259577
2019-10-27 20:37:45,17003,-0.01925936,0.009027977,-0.0044813077
2019-10-27 20:37:46,18001,-0.08217848,0.06461672,-0.11077186
2019-10-27 20:37:47,19001,-0.0027659978,0.009027977,0.040111855
2019-10-27 20:37:48,20001,-0.06324166,0.026132204,0.005903402
2019-10-27 20:37:49,21002,0.035107646,-0.0031893274,-0.031970244
2019-10-27 20:37:50,22001,0.005786116,-1.3500122E-4,0.013233785
2019-10-27 20:37:51,23001,-3.2253686E-4,-0.0031893274,4.0561453E-4
2019-10-27 20:37:52,24001,-0.11944126,0.018190956,0.013233785
2019-10-27 20:37:53,25002,0.2574626,0.031019127,-0.026472457
2019-10-27 20:37:54,26001,0.17194147,-0.06610844,0.021785898
2019-10-27 20:37:55,27001,-0.0119289765,-0.008076249,0.008346863
2019-10-27 20:37:56,28001,0.011894768,0.0078062466,-2.0525072E-4
2019-10-27 20:37:57,29001,-0.03941791,0.018801821,-0.0050921724
2019-10-27 20:37:58,30001,0.004564385,-0.001967597,-8.16116E-4
2019-10-27 20:37:59,31002,0.005786116,-0.005632789,4.0561453E-4
2019-10-27 20:38:00,32035,0.024112074,0.0035301903,-0.0044813077
2019-10-27 20:38:01,33039,0.021668611,-0.001967597,0.004681671
2019-10-27 20:38:02,34041,-0.19213422,0.11776199,-0.05273966
2019-10-27 20:38:03,35038,0.11635272,-0.12719497,0.0920354
2019-10-27 20:38:04,36025,-0.2012972,0.045679893,-0.04052236
2019-10-27 20:38:05,37038,-0.014372437,0.010249708,-0.017309478
2019-10-27 20:38:06,38039,0.005786116,0.010249708,0.004681671
2019-10-27 20:38:07,39038,-0.020481091,0.0016975945,-0.008757364
2019-10-27 20:38:08,40038,-0.0076529197,0.0029193251,0.005903402
2019-10-27 20:38:09,41039,0.06137485,-0.01846096,0.0022382103
2019-10-27 20:38:10,42038,-0.0021551326,0.0041410555,-0.019752938
2019-10-27 20:38:11,43041,0.0039535197,-0.005632789,-8.16116E-4
2019-10-27 20:38:12,44039,0.29716882,-0.3196175,0.07309858
2019-10-27 20:38:13,45034,0.341762,-0.3550477,0.034003206
2019-10-27 20:38:14,46038,-0.0870654,0.18556803,0.036446664
2019-10-27 20:38:15,47040,0.0027317894,-0.011130575,-0.017920343
2019-10-27 20:38:16,48030,-0.0027659978,-0.002578462,0.007735998
2019-10-27 20:38:17,49026,0.24096924,-0.20294227,-0.08633725
2019-10-27 20:38:18,50041,-0.18052779,0.13608795,0.076152906
2019-10-27 20:38:19,51038,0.05770966,-0.07771489,-0.02463986
2019-10-27 20:38:20,52040,0.03571851,0.0047519207,-0.041744087
2019-10-27 20:38:21,53039,0.051601008,-0.0031893274,-0.017920343
2019-10-27 20:38:22,54039,0.09436158,-0.02701307,0.006514267
2019-10-27 20:38:23,55039,-0.0064311894,-0.03861951,0.028505415
2019-10-27 20:38:24,56039,-0.0430831,0.005362786,-0.01058996
2019-10-27 20:38:25,57038,-0.049191758,4.75864E-4,0.016898975
2019-10-27 20:38:26,58034,0.03571851,-0.008076249,0.0071251323
2019-10-27 20:38:27,59040,0.013727363,0.005362786,-0.016087748
2019-10-27 20:38:28,60035,-0.0748481,-0.002578462,0.015677245
2019-10-27 20:38:29,61038,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:30,62034,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:31,63033,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:32,64038,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:33,65017,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:34,66035,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:35,67040,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:36,68039,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:37,69031,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:38,70020,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:39,71038,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:40,72041,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:41,73008,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:42,74041,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:43,75041,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:44,76014,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:45,77041,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:46,78038,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:47,79016,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:48,80039,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:49,81039,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:50,82038,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:51,83038,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:52,84040,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:53,85016,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:54,86038,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:55,87041,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:56,88039,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:57,89039,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:38:58,90026,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
2019-10-27 20:40:53,205716,0.016170824,0.0059736515,-0.017309478
