Timestamp,Milliseconds,X,Y,Z,cos,headingAccuracy
2019-10-27 18:41:01,1,0.006897,0.052054,0.832049,0.55221,0.0
2019-10-27 18:41:02,1001,0.037588,0.029757,-0.952973,0.299237,0.0
2019-10-27 18:41:03,2002,0.07457,-0.216598,-0.88013,0.415805,0.0
2019-10-27 18:41:04,3001,0.162189,-0.044907,-0.531936,0.829892,0.0
2019-10-27 18:41:05,4002,0.120188,0.025228,-0.243089,0.962198,0.0
2019-10-27 18:41:06,5001,0.622947,-0.055941,-0.003035,0.780254,0.0
2019-10-27 18:41:07,6001,0.645914,0.314471,0.296258,0.629391,0.0
2019-10-27 18:41:08,7001,0.606002,0.28312,0.375531,0.641544,0.0
2019-10-27 18:41:09,8002,0.556506,0.391127,0.514569,0.52205,0.0
2019-10-27 18:41:10,9003,0.376242,0.534669,0.664713,0.361561,0.0
2019-10-27 18:41:11,10001,0.398003,0.542242,0.614638,0.412049,0.0
2019-10-27 18:41:12,11002,0.390449,0.602738,0.609064,0.336594,0.0
2019-10-27 18:41:13,12001,0.24366,0.309192,0.341411,0.853503,0.0
2019-10-27 18:41:14,13001,0.196189,0.315518,0.311737,0.874515,0.0
2019-10-27 18:41:15,14002,0.016145,0.11094,0.629369,0.768976,0.0
2019-10-27 18:41:16,15001,0.056179,0.049675,0.650424,0.75586,0.0
2019-10-27 18:41:17,16002,0.141162,-0.094073,0.17767,0.969358,0.0
2019-10-27 18:41:18,17001,0.057689,-0.123152,0.006044,0.990691,0.0
2019-10-27 18:41:19,18001,0.145963,-0.085976,-0.017846,0.985385,0.0
2019-10-27 18:41:20,19001,-0.050006,-0.16876,0.636094,0.751267,0.0
2019-10-27 18:41:21,20001,-0.029734,-0.005777,0.660867,0.749891,0.0
2019-10-27 18:41:22,21001,-0.024468,-0.003927,0.66145,0.749578,0.0
2019-10-27 18:41:23,22001,-0.023207,-0.003684,0.666909,0.744768,0.0
2019-10-27 18:41:24,23002,-0.022957,-0.003629,0.666938,0.74475,0.0
2019-10-27 18:41:25,24001,-0.022885,-0.003599,0.666915,0.744773,0.0
2019-10-27 18:41:26,25001,-0.022869,-0.003593,0.666903,0.744784,0.0
2019-10-27 18:41:27,26001,-0.022831,-0.003552,0.666892,0.744795,0.0
2019-10-27 18:41:28,27002,-0.022831,-0.003552,0.666892,0.744795,0.0
2019-10-27 18:41:29,28001,-0.022827,-0.003555,0.666892,0.744795,0.0
2019-10-27 18:41:30,29002,-0.022822,-0.003555,0.666892,0.744795,0.0
2019-10-27 18:41:31,30001,-0.022773,-0.00355,0.666893,0.744796,0.0
2019-10-27 18:41:32,31002,-0.022773,-0.00355,0.666893,0.744796,0.0
2019-10-27 18:41:33,32001,-0.022752,-0.003544,0.666881,0.744807,0.0
2019-10-27 18:41:34,33001,-0.022752,-0.003544,0.666881,0.744807,0.0
2019-10-27 18:41:35,34001,-0.022747,-0.003544,0.666881,0.744807,0.0
2019-10-27 18:41:36,35002,-0.022747,-0.003544,0.666881,0.744807,0.0
2019-10-27 18:41:37,36001,-0.022747,-0.003544,0.666881,0.744807,0.0
2019-10-27 18:41:38,37001,-0.022747,-0.003544,0.666881,0.744807,0.0
2019-10-27 18:41:39,38002,-0.022731,-0.003539,0.666857,0.74483,0.0
2019-10-27 18:41:40,39001,-0.022731,-0.003539,0.666857,0.74483,0.0
2019-10-27 18:41:41,40001,-0.022726,-0.003539,0.666857,0.74483,0.0
2019-10-27 18:41:42,41002,-0.022722,-0.003535,0.666857,0.74483,0.0
2019-10-27 18:41:43,42001,-0.022712,-0.003531,0.666845,0.744841,0.0
2019-10-27 18:41:44,43001,-0.022694,-0.003528,0.666846,0.744841,0.0
2019-10-27 18:41:45,44002,-0.022694,-0.003528,0.666846,0.744841,0.0
2019-10-27 18:41:46,45001,-0.022683,-0.003526,0.666846,0.744841,0.0
2019-10-27 18:41:47,46002,-0.022683,-0.003526,0.666846,0.744841,0.0
2019-10-27 18:41:48,47001,-0.022683,-0.003526,0.666846,0.744841,0.0
2019-10-27 18:41:49,48001,-0.022683,-0.003526,0.666846,0.744841,0.0
2019-10-27 18:41:50,49001,-0.022683,-0.003526,0.666846,0.744841,0.0
2019-10-27 18:41:51,50001,-0.022683,-0.003526,0.666846,0.744841,0.0
2019-10-27 18:41:52,51001,-0.022683,-0.003526,0.666846,0.744841,0.0
2019-10-27 18:41:53,52002,-0.022672,-0.003528,0.666846,0.744841,0.0
2019-10-27 18:41:54,53001,-0.022672,-0.003528,0.666846,0.744841,0.0
2019-10-27 18:41:55,54001,-0.022672,-0.003528,0.666846,0.744841,0.0
2019-10-27 18:41:56,55002,-0.022652,-0.003519,0.666847,0.744841,0.0
2019-10-27 18:41:57,56001,-0.022652,-0.003519,0.666847,0.744841,0.0
2019-10-27 18:41:58,57002,-0.022652,-0.003519,0.666847,0.744841,0.0
2019-10-27 18:41:59,58001,-0.022652,-0.003519,0.666847,0.744841,0.0
2019-10-27 18:42:00,59001,-0.022652,-0.003519,0.666847,0.744841,0.0
2019-10-27 18:42:01,60002,-0.022637,-0.003513,0.666835,0.744853,0.0
2019-10-27 18:42:02,61001,-0.022637,-0.003513,0.666835,0.744853,0.0
2019-10-27 18:42:03,62001,-0.022637,-0.003513,0.666835,0.744853,0.0
2019-10-27 18:42:04,63002,-0.022637,-0.003513,0.666835,0.744853,0.0
2019-10-27 18:42:05,64001,-0.022637,-0.003513,0.666835,0.744853,0.0
2019-10-27 18:42:06,65001,-0.022637,-0.003513,0.666835,0.744853,0.0
2019-10-27 18:42:07,66002,-0.022637,-0.003513,0.666835,0.744853,0.0
2019-10-27 18:42:08,67001,-0.022637,-0.003513,0.666835,0.744853,0.0
2019-10-27 18:42:09,68001,-0.022632,-0.003512,0.666835,0.744853,0.0
2019-10-27 18:42:10,69001,-0.022632,-0.003512,0.666835,0.744853,0.0
2019-10-27 18:42:11,70006,-0.022627,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:12,71002,-0.022627,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:13,72001,-0.022627,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:14,73001,-0.022627,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:15,74001,-0.022627,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:16,75002,-0.022627,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:17,76002,-0.022627,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:18,77001,-0.022627,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:19,78002,-0.022627,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:20,79001,-0.022627,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:21,80001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:22,81001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:23,82002,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:24,83001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:25,84002,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:26,85001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:27,86001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:28,87002,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:29,88001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:30,89001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:31,90001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:32,91001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:33,92001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:34,93001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:35,94001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:36,95002,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:37,96001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:38,97001,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:39,98002,-0.022623,-0.003505,0.666823,0.744864,0.0
2019-10-27 18:42:40,99001,-0.0226,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:41,100001,-0.0226,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:42,101001,-0.0226,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:43,102002,-0.0226,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:42:44,103001,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:45,104002,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:46,105001,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:47,106001,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:48,107002,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:49,108001,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:50,109002,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:51,110001,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:52,111001,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:53,112002,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:54,113001,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:55,114001,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:56,115002,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:57,116002,-0.022596,-0.003511,0.666823,0.744864,0.0
2019-10-27 18:42:58,117001,-0.022592,-0.003507,0.666823,0.744864,0.0
2019-10-27 18:42:59,118001,-0.022586,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:43:00,119002,-0.022586,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:43:01,120001,-0.022586,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:43:02,121001,-0.022586,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:43:03,122001,-0.022586,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:43:04,123002,-0.022586,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:43:05,124001,-0.022586,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:43:06,125001,-0.022586,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:43:07,126001,-0.022586,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:43:08,127002,-0.022586,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:43:09,128001,-0.022586,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:43:10,129002,-0.022586,-0.003508,0.666823,0.744864,0.0
2019-10-27 18:43:11,130001,-0.024354,-7.27E-4,0.648921,0.760464,0.0
