Timestamp,Milliseconds,centimeters
2019-10-27 20:37:28,0,8.0
2019-10-27 20:37:29,1001,8.0
2019-10-27 20:37:30,2000,8.0
2019-10-27 20:37:31,3000,8.0
2019-10-27 20:37:32,4000,8.0
2019-10-27 20:37:33,5000,8.0
2019-10-27 20:37:34,6000,8.0
2019-10-27 20:37:35,7000,8.0
2019-10-27 20:37:36,8000,8.0
2019-10-27 20:37:37,9001,8.0
2019-10-27 20:37:38,10000,8.0
2019-10-27 20:37:39,11000,8.0
2019-10-27 20:37:40,12001,8.0
2019-10-27 20:37:41,13000,8.0
2019-10-27 20:37:42,14000,8.0
2019-10-27 20:37:43,15001,8.0
2019-10-27 20:37:44,16002,8.0
2019-10-27 20:37:45,17001,8.0
2019-10-27 20:37:46,18001,8.0
2019-10-27 20:37:47,19000,8.0
2019-10-27 20:37:48,20000,8.0
2019-10-27 20:37:49,21001,8.0
2019-10-27 20:37:50,22001,8.0
2019-10-27 20:37:51,23000,8.0
2019-10-27 20:37:52,24000,8.0
2019-10-27 20:37:53,25001,8.0
2019-10-27 20:37:54,26000,8.0
2019-10-27 20:37:55,27000,8.0
2019-10-27 20:37:56,28000,8.0
2019-10-27 20:37:57,29000,8.0
2019-10-27 20:37:58,30001,8.0
2019-10-27 20:37:59,31000,8.0
2019-10-27 20:38:00,32033,8.0
2019-10-27 20:38:01,33040,8.0
2019-10-27 20:38:02,34039,8.0
2019-10-27 20:38:03,35023,8.0
2019-10-27 20:38:04,36023,8.0
2019-10-27 20:38:05,37040,8.0
2019-10-27 20:38:06,38042,8.0
2019-10-27 20:38:07,39038,8.0
2019-10-27 20:38:08,40036,8.0
2019-10-27 20:38:09,41040,8.0
2019-10-27 20:38:10,42040,8.0
2019-10-27 20:38:11,43040,8.0
2019-10-27 20:38:12,44041,8.0
2019-10-27 20:38:13,45032,8.0
2019-10-27 20:38:14,46032,8.0
2019-10-27 20:38:15,47033,8.0
2019-10-27 20:38:16,48036,8.0
2019-10-27 20:38:17,49040,8.0
2019-10-27 20:38:18,50040,8.0
2019-10-27 20:38:19,51040,8.0
2019-10-27 20:38:20,52040,8.0
2019-10-27 20:38:21,53039,8.0
2019-10-27 20:38:22,54040,8.0
2019-10-27 20:38:23,55040,8.0
2019-10-27 20:38:24,56041,8.0
2019-10-27 20:38:25,57038,8.0
2019-10-27 20:38:26,58036,8.0
2019-10-27 20:38:27,59017,8.0
2019-10-27 20:38:28,60034,8.0
2019-10-27 20:38:29,61040,8.0
2019-10-27 20:38:30,62038,8.0
2019-10-27 20:38:31,63036,8.0
2019-10-27 20:38:32,64040,8.0
2019-10-27 20:38:33,65037,8.0
2019-10-27 20:38:34,66039,8.0
2019-10-27 20:38:35,67038,8.0
2019-10-27 20:38:36,68040,8.0
2019-10-27 20:38:37,69038,8.0
2019-10-27 20:38:38,70018,8.0
2019-10-27 20:38:39,71041,8.0
2019-10-27 20:38:40,72039,8.0
2019-10-27 20:38:41,73032,8.0
2019-10-27 20:38:42,74032,8.0
2019-10-27 20:38:43,75041,8.0
2019-10-27 20:38:44,76033,8.0
2019-10-27 20:38:45,77039,8.0
2019-10-27 20:38:46,78041,8.0
2019-10-27 20:38:47,79038,8.0
2019-10-27 20:38:48,80052,8.0
2019-10-27 20:38:49,81036,8.0
2019-10-27 20:38:50,82036,8.0
2019-10-27 20:38:51,83033,8.0
2019-10-27 20:38:52,84039,8.0
2019-10-27 20:38:53,85027,8.0
2019-10-27 20:38:54,86040,8.0
2019-10-27 20:38:55,87041,8.0
2019-10-27 20:38:56,88037,8.0
2019-10-27 20:38:57,89040,8.0
2019-10-27 20:38:58,90008,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:53,205715,8.0
2019-10-27 20:40:54,206038,8.0
2019-10-27 20:40:55,207046,8.0
2019-10-27 20:40:56,208040,8.0
2019-10-27 20:40:57,209040,8.0
2019-10-27 20:40:58,210020,8.0
2019-10-27 20:40:59,211040,8.0
2019-10-27 20:41:00,212034,8.0
2019-10-27 20:41:01,213036,8.0
2019-10-27 20:41:02,214032,8.0
2019-10-27 20:41:03,215036,8.0
2019-10-27 20:41:04,216040,8.0
2019-10-27 20:41:05,217009,8.0
2019-10-27 20:41:06,218040,8.0
2019-10-27 20:41:07,219040,8.0
2019-10-27 20:41:08,220040,8.0
2019-10-27 20:43:00,332153,8.0
2019-10-27 20:43:00,332153,8.0
2019-10-27 20:43:00,332153,8.0
2019-10-27 20:43:00,332153,8.0
2019-10-27 20:43:00,332153,8.0
2019-10-27 20:43:00,332153,8.0
2019-10-27 20:43:00,332153,8.0
2019-10-27 20:43:00,332153,8.0
2019-10-27 20:43:00,332153,8.0
2019-10-27 20:43:00,332153,8.0
2019-10-27 20:43:00,332153,8.0
2019-10-27 20:43:00,332153,8.0
