	X	Y	Z	label
128	0.014365649	-0.016759925	9.818921000000001	Walk
129	0.038308397	-0.0047885496	9.838076	Walk
130	0.026337024	0.011971374	9.842864	Walk
131	0.023942748	0.007182824399999999	9.835681	Walk
132	0.007182824399999999	-0.031125572	9.845258	Walk
133	0.026337024	-0.011971374	9.821315	Walk
134	0.016759925	-0.05985687	9.830893	Walk
135	0.035914123	0.0	9.869201	Walk
136	0.0023942748	0.0023942748	9.811738	Walk
137	0.011971374	-0.009577099	9.833286	Walk
138	0.023942748	-0.016759925	9.835681	Walk
139	0.009577099	0.011971374	9.833286	Walk
140	0.016759925	0.0047885496	9.835681	Walk
141	0.0023942748	0.0023942748	9.842864	Walk
142	-0.007182824399999999	-0.009577099	9.8237095	Walk
143	0.014365649	-0.021548472000000003	9.852441	Walk
144	0.023942748	0.009577099	9.840469	Walk
145	0.0	-0.05506832	9.838076	Walk
146	0.0	0.021548472000000003	9.775824	Walk
147	0.019154198	0.057462595	9.833286	Walk
148	-0.007182824399999999	0.03351985	9.828498	Walk
149	-0.0023942748	0.0670397	9.845258	Walk
150	-0.0023942748	-0.019154198	9.838076	Walk
151	0.021548472000000003	0.028731298	9.833286	Walk
152	0.0047885496	0.0047885496	9.847652	Walk
153	0.04070267	-0.031125572	9.842864	Walk
154	0.0023942748	-0.011971374	9.842864	Walk
155	-0.0023942748	-0.011971374	9.847652	Walk
156	0.028731298	0.011971374	9.833286	Walk
157	0.028731298	0.014365649	9.8237095	Walk
158	0.0047885496	0.0	9.838076	Walk
159	0.0023942748	-0.038308397	9.845258	Walk
160	0.023942748	0.057462595	9.847652	Walk
161	0.011971374	-0.016759925	9.838076	Walk
162	0.04070267	-0.019154198	9.953	Walk
163	0.007182824399999999	-0.05506832	9.857229	Walk
164	0.007182824399999999	0.0023942748	9.833286	Walk
165	0.0047885496	-0.009577099	9.833286	Walk
166	-0.0023942748	-0.009577099	9.845258	Walk
167	0.019154198	0.016759925	9.859624	Walk
168	0.014365649	0.007182824399999999	9.835681	Walk
169	0.016759925	-0.016759925	9.857229	Walk
170	0.016759925	-0.011971374	9.845258	Walk
171	-0.009577099	0.0	9.842864	Walk
172	-0.011971374	0.007182824399999999	9.845258	Walk
173	-0.009577099	-0.045491222000000005	9.811738	Walk
174	0.011971374	0.007182824399999999	9.828498	Walk
175	-0.0047885496	0.019154198	9.811738	Walk
176	0.0	-0.028731298	9.847652	Walk
177	0.007182824399999999	-0.023942748	9.830893	Walk
178	0.014365649	0.028731298	9.830893	Walk
179	0.009577099	0.0047885496	9.845258	Walk
180	0.021548472000000003	0.019154198	9.835681	Walk
181	0.014365649	-0.009577099	9.847652	Walk
182	0.007182824399999999	-0.021548472000000003	9.842864	Walk
183	0.011971374	-0.016759925	9.833286	Walk
184	0.011971374	0.019154198	9.838076	Walk
185	0.011971374	0.007182824399999999	9.828498	Walk
186	0.016759925	-0.019154198	9.852441	Walk
187	0.023942748	0.0023942748	9.828498	Walk
188	0.019154198	0.009577099	9.866806	Walk
189	0.011971374	-0.011971374	9.842864	Walk
190	0.0023942748	0.014365649	9.838076	Walk
191	0.0047885496	0.016759925	9.830893	Walk
192	0.007182824399999999	-0.03351985	9.835681	Walk
193	0.019154198	-0.014365649	9.840469	Walk
194	-0.0047885496	-0.014365649	9.845258	Walk
195	0.0023942748	0.016759925	9.840469	Walk
196	0.009577099	-0.011971374	9.842864	Walk
197	0.014365649	-0.047885496	9.835681	Walk
198	0.0047885496	0.026337024	9.840469	Walk
199	0.0047885496	0.0023942748	9.8548355	Walk
200	0.007182824399999999	0.0047885496	9.821315	Walk
201	0.026337024	0.045491222000000005	9.842864	Walk
202	0.026337024	0.023942748	9.838076	Walk
203	0.023942748	-0.011971374	9.833286	Walk
204	0.014365649	0.026337024	9.835681	Walk
205	0.023942748	0.014365649	9.838076	Walk
206	0.021548472000000003	0.009577099	9.847652	Walk
207	-0.0047885496	-0.019154198	9.830893	Walk
208	0.009577099	0.031125572	9.828498	Walk
209	0.035914123	0.026337024	9.869201	Walk
210	0.019154198	-0.0023942748	9.842864	Walk
211	0.016759925	-0.009577099	9.845258	Walk
212	0.0047885496	0.0023942748	9.847652	Walk
213	0.019154198	0.014365649	9.838076	Walk
214	0.011971374	0.0047885496	9.847652	Walk
215	0.021548472000000003	0.0	9.833286	Walk
216	0.0023942748	0.011971374	9.835681	Walk
217	0.016759925	-0.0023942748	9.845258	Walk
218	-0.009577099	0.007182824399999999	9.830893	Walk
219	0.028731298	-0.007182824399999999	9.838076	Walk
220	0.0	0.0047885496	9.826103999999999	Walk
221	0.011971374	0.0023942748	9.833286	Walk
222	0.016759925	0.0023942748	9.828498	Walk
223	-0.007182824399999999	-0.011971374	9.826103999999999	Walk
224	0.019154198	-0.016759925	9.8548355	Walk
225	0.009577099	0.03351985	9.845258	Walk
226	0.016759925	-0.0047885496	9.838076	Walk
227	0.019154198	0.026337024	9.8548355	Walk
228	0.007182824399999999	-0.009577099	9.833286	Walk
229	0.0023942748	-0.019154198	9.840469	Walk
230	0.014365649	-0.016759925	9.850046	Walk
231	0.0047885496	-0.007182824399999999	9.838076	Walk
232	0.007182824399999999	0.016759925	9.833286	Walk
233	0.009577099	0.016759925	9.857229	Walk
234	0.028731298	0.026337024	9.838076	Walk
235	0.0	0.007182824399999999	9.840469	Walk
236	-0.0047885496	-0.023942748	9.842864	Walk
237	0.007182824399999999	0.007182824399999999	9.8548355	Walk
238	0.019154198	-0.052674048	9.845258	Walk
239	0.007182824399999999	0.021548472000000003	9.8237095	Walk
240	0.011971374	0.0023942748	9.852441	Walk
241	0.014365649	-0.045491222000000005	9.864412	Walk
242	-0.0023942748	0.007182824399999999	9.859624	Walk
243	0.016759925	0.0	9.850046	Walk
244	0.026337024	0.009577099	9.835681	Walk
245	0.031125572	-0.007182824399999999	9.838076	Walk
246	0.031125572	-0.0023942748	9.838076	Walk
247	0.0	-0.016759925	9.850046	Walk
248	0.023942748	0.0023942748	9.862017999999999	Walk
249	0.007182824399999999	0.0047885496	9.8237095	Walk
250	-0.0047885496	0.023942748	9.869201	Walk
251	-0.011971374	0.026337024	9.847652	Walk
252	0.021548472000000003	0.028731298	9.840469	Walk
253	0.011971374	0.014365649	9.842864	Walk
254	0.026337024	-0.0047885496	9.840469	Walk
255	0.0	-0.0047885496	9.835681	Walk
256	0.009577099	0.021548472000000003	9.842864	Walk
257	0.007182824399999999	0.0047885496	9.842864	Walk
258	0.007182824399999999	-0.0023942748	9.857229	Walk
259	0.0023942748	0.016759925	9.847652	Walk
260	0.0023942748	0.007182824399999999	9.840469	Walk
261	0.021548472000000003	0.0047885496	9.833286	Walk
262	0.0047885496	-0.016759925	9.838076	Walk
263	0.007182824399999999	-0.014365649	9.838076	Walk
264	0.026337024	0.019154198	9.845258	Walk
265	0.011971374	-0.007182824399999999	9.835681	Walk
266	0.019154198	0.0023942748	9.816526	Walk
267	0.019154198	-0.0023942748	9.826103999999999	Walk
268	0.016759925	0.014365649	9.857229	Walk
269	0.019154198	-0.016759925	9.828498	Walk
270	0.019154198	0.007182824399999999	9.840469	Walk
271	-0.0023942748	-0.0023942748	9.845258	Walk
272	0.014365649	-0.011971374	9.840469	Walk
273	-0.0047885496	0.011971374	9.850046	Walk
274	0.026337024	0.0047885496	9.835681	Walk
275	0.0023942748	0.016759925	9.852441	Walk
276	0.021548472000000003	0.05027977	9.850046	Walk
277	-0.009577099	0.026337024	9.852441	Walk
278	0.0023942748	-0.014365649	9.845258	Walk
279	0.021548472000000003	-0.009577099	9.830893	Walk
280	-0.0023942748	0.0	9.845258	Walk
281	0.007182824399999999	-0.0023942748	9.847652	Walk
282	0.016759925	-0.0023942748	9.845258	Walk
283	-0.016759925	-0.083799616	9.845258	Walk
284	0.026337024	0.045491222000000005	9.826103999999999	Walk
285	0.014365649	0.0	9.835681	Walk
286	0.0023942748	0.038308397	9.809344	Walk
287	0.009577099	-0.007182824399999999	9.792584	Walk
288	0.06464542	0.031125572	9.845258	Walk
289	0.019154198	0.035914123	9.840469	Walk
290	0.035914123	-0.016759925	9.842864	Walk
291	0.0	0.014365649	9.826103999999999	Walk
292	0.0023942748	0.0047885496	9.8548355	Walk
293	0.011971374	-0.007182824399999999	9.830893	Walk
294	-0.0023942748	0.028731298	9.826103999999999	Walk
295	0.014365649	0.031125572	9.845258	Walk
296	0.0023942748	0.06464542	9.830893	Walk
297	0.007182824399999999	0.014365649	9.830893	Walk
298	0.023942748	0.05506832	9.828498	Walk
299	0.0	0.0047885496	9.833286	Walk
300	0.023942748	0.014365649	9.842864	Walk
301	-0.007182824399999999	-0.016759925	9.8548355	Walk
302	0.0047885496	0.0023942748	9.814133	Walk
303	0.011971374	0.0023942748	9.778217999999999	Walk
304	-0.016759925	0.031125572	9.802161	Walk
305	0.011971374	0.0047885496	9.840469	Walk
306	0.023942748	0.0047885496	9.840469	Walk
307	0.009577099	0.023942748	9.830893	Walk
308	-0.019154198	0.03351985	9.845258	Walk
309	0.0	0.05506832	9.850046	Walk
310	0.031125572	0.028731298	9.835681	Walk
311	-0.026337024	-0.009577099	9.802161	Walk
312	0.028731298	0.045491222000000005	9.828498	Walk
313	0.031125572	-0.028731298	9.864412	Walk
314	0.009577099	0.031125572	9.783007000000001	Walk
315	0.028731298	0.0670397	9.842864	Walk
316	0.011971374	0.06943397	9.835681	Walk
317	0.019154198	0.021548472000000003	9.842864	Walk
318	0.007182824399999999	0.011971374	9.852441	Walk
319	0.019154198	-0.009577099	9.8548355	Walk
320	0.014365649	-0.011971374	9.857229	Walk
321	0.031125572	0.05985687	9.826103999999999	Walk
322	0.007182824399999999	-0.035914123	9.850046	Walk
323	0.038308397	-0.019154198	9.852441	Walk
324	-0.011971374	-0.007182824399999999	9.840469	Walk
325	0.016759925	-0.047885496	9.883567	Walk
326	0.035914123	0.043096945	9.842864	Walk
327	0.03351985	-0.019154198	9.871595	Walk
328	0.016759925	-0.026337024	9.809344	Walk
329	0.009577099	-0.026337024	9.873989	Walk
330	-0.0047885496	-0.019154198	9.842864	Walk
331	0.019154198	0.009577099	9.840469	Walk
332	0.011971374	0.011971374	9.835681	Walk
333	0.014365649	-0.014365649	9.852441	Walk
334	0.0023942748	0.009577099	9.847652	Walk
335	0.007182824399999999	-0.009577099	9.833286	Walk
336	-0.014365649	0.0023942748	9.850046	Walk
337	0.009577099	-0.045491222000000005	9.864412	Walk
338	-0.0047885496	-0.011971374	9.840469	Walk
339	0.009577099	0.011971374	9.833286	Walk
340	-0.009577099	-0.007182824399999999	9.859624	Walk
341	0.014365649	-0.0023942748	9.842864	Walk
342	0.011971374	0.0023942748	9.850046	Walk
343	0.014365649	0.011971374	9.864412	Walk
344	0.011971374	0.014365649	9.842864	Walk
345	0.014365649	0.0023942748	9.845258	Walk
346	0.023942748	-0.026337024	9.871595	Walk
347	0.028731298	0.026337024	9.866806	Walk
348	-0.021548472000000003	-0.0047885496	9.787795	Walk
349	0.011971374	0.0047885496	9.850046	Walk
350	0.045491222000000005	0.0	9.912297	Walk
351	0.0	-0.0047885496	9.862017999999999	Walk
352	0.03351985	0.019154198	9.859624	Walk
353	0.021548472000000003	0.0047885496	9.857229	Walk
354	0.05985687	0.035914123	9.852441	Walk
355	0.016759925	0.014365649	9.967366	Walk
356	-0.009577099	-0.047885496	9.833286	Walk
357	0.007182824399999999	0.0047885496	9.845258	Walk
358	0.035914123	0.0047885496	9.850046	Walk
359	-0.0023942748	-0.06943397	9.876384	Walk
360	0.009577099	0.021548472000000003	9.828498	Walk
361	0.0047885496	-0.016759925	9.838076	Walk
362	0.019154198	-0.011971374	9.845258	Walk
363	-0.009577099	-0.019154198	9.814133	Walk
364	0.021548472000000003	-0.0023942748	9.845258	Walk
365	0.0	0.011971374	9.857229	Walk
366	0.014365649	-0.016759925	9.857229	Walk
367	0.0023942748	0.011971374	9.845258	Walk
368	-0.0047885496	0.016759925	9.816526	Walk
369	0.021548472000000003	-0.014365649	9.859624	Walk
370	0.016759925	0.0023942748	9.847652	Walk
371	0.021548472000000003	-0.083799616	9.871595	Walk
372	0.014365649	-0.019154198	9.869201	Walk
373	0.009577099	0.0047885496	9.842864	Walk
374	0.0047885496	-0.0047885496	9.852441	Walk
375	0.009577099	0.016759925	9.8548355	Walk
376	-0.05027977	-0.0023942748	9.835681	Walk
377	0.011971374	-0.026337024	9.835681	Walk
378	0.011971374	0.038308397	9.845258	Walk
379	0.009577099	-0.031125572	9.921875	Walk
380	0.021548472000000003	0.009577099	9.842864	Walk
381	0.016759925	0.021548472000000003	9.862017999999999	Walk
382	0.028731298	0.038308397	9.859624	Walk
383	-0.007182824399999999	-0.0047885496	9.850046	Walk
384	-0.011971374	-0.071828246	9.857229	Walk
385	0.026337024	0.052674048	9.857229	Walk
386	-0.0047885496	-0.009577099	9.8548355	Walk
387	0.023942748	-0.007182824399999999	9.840469	Walk
388	0.021548472000000003	-0.05985687	9.821315	Walk
389	0.0023942748	0.05985687	9.8548355	Walk
390	0.038308397	-0.0023942748	9.866806	Walk
391	0.016759925	-0.011971374	9.8237095	Walk
392	-0.0047885496	0.0023942748	9.852441	Walk
393	0.007182824399999999	0.028731298	9.857229	Walk
394	0.019154198	-0.038308397	9.862017999999999	Walk
395	0.0023942748	-0.03351985	9.845258	Walk
396	-0.0023942748	-0.009577099	9.828498	Walk
397	0.04070267	-0.057462595	9.862017999999999	Walk
398	0.0	0.05506832	9.821315	Walk
399	0.009577099	-0.043096945	9.833286	Walk
400	0.014365649	-0.0023942748	9.8237095	Walk
401	0.011971374	-0.021548472000000003	9.871595	Walk
402	0.009577099	0.023942748	9.830893	Walk
403	0.023942748	0.031125572	9.838076	Walk
404	0.009577099	0.011971374	9.842864	Walk
405	-0.0023942748	0.0047885496	9.871595	Walk
406	0.014365649	0.021548472000000003	9.833286	Walk
407	0.019154198	0.0047885496	9.826103999999999	Walk
408	0.019154198	0.009577099	9.830893	Walk
409	0.009577099	0.009577099	9.852441	Walk
410	0.019154198	-0.011971374	9.862017999999999	Walk
411	0.043096945	-0.052674048	9.862017999999999	Walk
412	0.0023942748	0.038308397	9.873989	Walk
413	0.009577099	-0.007182824399999999	9.888355	Walk
414	0.007182824399999999	0.007182824399999999	9.895537	Walk
415	-0.016759925	-0.026337024	9.885961	Walk
416	-0.023942748	0.14605077	9.838076	Walk
417	0.03351985	0.016759925	9.847652	Walk
418	-0.0047885496	0.08858817	9.850046	Walk
419	0.031125572	0.047885496	9.897932	Walk
420	0.009577099	-0.021548472000000003	9.8548355	Walk
421	0.011971374	0.009577099	9.828498	Walk
422	0.03351985	-0.009577099	9.859624	Walk
423	0.016759925	-0.08140534	9.862017999999999	Walk
424	-0.014365649	-0.03351985	9.847652	Walk
425	0.026337024	0.057462595	9.852441	Walk
426	-0.0023942748	-0.045491222000000005	9.847652	Walk
427	0.028731298	0.023942748	9.850046	Walk
428	0.007182824399999999	0.014365649	9.866806	Walk
429	0.028731298	0.023942748	9.847652	Walk
430	0.014365649	0.0047885496	9.862017999999999	Walk
431	-0.007182824399999999	-0.045491222000000005	9.8548355	Walk
432	-0.021548472000000003	-0.045491222000000005	9.859624	Walk
433	-0.0047885496	-0.0023942748	9.852441	Walk
434	0.052674048	-0.0047885496	9.888355	Walk
435	0.028731298	-0.007182824399999999	9.852441	Walk
436	0.0023942748	0.026337024	9.838076	Walk
437	0.016759925	-0.028731298	9.830893	Walk
438	0.007182824399999999	0.019154198	9.869201	Walk
439	0.0	-0.05985687	9.835681	Walk
440	0.026337024	0.05027977	9.864412	Walk
441	0.009577099	0.007182824399999999	9.794978	Walk
442	0.0047885496	-0.019154198	9.821315	Walk
443	0.021548472000000003	0.0670397	9.833286	Walk
444	0.0023942748	-0.0670397	9.862017999999999	Walk
445	0.023942748	0.009577099	9.862017999999999	Walk
446	0.023942748	0.06943397	9.804555	Walk
447	-0.007182824399999999	0.007182824399999999	9.859624	Walk
448	0.011971374	0.011971374	9.826103999999999	Walk
449	-0.0023942748	0.007182824399999999	9.794978	Walk
450	0.0023942748	-0.057462595	9.835681	Walk
451	0.038308397	0.062251142999999995	9.869201	Walk
452	0.035914123	-0.016759925	9.852441	Walk
453	0.0	-0.0023942748	9.847652	Walk
454	-0.021548472000000003	-0.011971374	9.864412	Walk
455	0.016759925	-0.0023942748	9.859624	Walk
456	-0.0023942748	0.019154198	9.862017999999999	Walk
457	0.0	0.06943397	9.842864	Walk
458	0.014365649	-0.028731298	9.847652	Walk
459	0.007182824399999999	0.0	9.876384	Walk
460	0.014365649	0.019154198	9.8548355	Walk
461	0.011971374	0.011971374	9.862017999999999	Walk
462	0.031125572	-0.007182824399999999	9.866806	Walk
463	0.011971374	-0.007182824399999999	9.859624	Walk
464	0.028731298	0.0023942748	9.862017999999999	Walk
465	0.009577099	0.028731298	9.866806	Walk
466	0.026337024	0.019154198	9.852441	Walk
467	0.011971374	0.083799616	9.8548355	Walk
468	0.009577099	-0.026337024	9.852441	Walk
469	0.011971374	0.011971374	9.8787775	Walk
470	0.016759925	0.016759925	9.862017999999999	Walk
471	0.028731298	0.0023942748	9.864412	Walk
472	0.011971374	0.014365649	9.859624	Walk
473	0.009577099	-0.0023942748	9.869201	Walk
474	-0.0023942748	0.0023942748	9.852441	Walk
475	0.0047885496	0.0	9.857229	Walk
476	0.0023942748	0.023942748	9.857229	Walk
477	0.028731298	0.0	9.8548355	Walk
478	0.028731298	0.026337024	9.859624	Walk
479	0.019154198	0.0	9.857229	Walk
480	-0.045491222000000005	-0.023942748	9.847652	Walk
481	0.026337024	0.016759925	9.840469	Walk
482	0.023942748	-0.0047885496	9.862017999999999	Walk
483	0.009577099	0.009577099	9.869201	Walk
484	0.026337024	0.016759925	9.830893	Walk
485	0.014365649	-0.019154198	9.840469	Walk
486	0.031125572	-0.023942748	9.869201	Walk
487	0.016759925	0.031125572	9.850046	Walk
488	0.009577099	-0.007182824399999999	9.852441	Walk
489	0.016759925	-0.007182824399999999	9.845258	Walk
490	0.019154198	0.007182824399999999	9.838076	Walk
491	0.014365649	0.0	9.842864	Walk
492	0.016759925	-0.007182824399999999	9.8548355	Walk
493	0.007182824399999999	0.0047885496	9.864412	Walk
494	0.019154198	0.028731298	10.163696	Walk
495	0.0047885496	-0.016759925	9.847652	Walk
496	0.0023942748	0.009577099	9.826103999999999	Walk
497	0.007182824399999999	-0.009577099	9.847652	Walk
498	0.021548472000000003	0.014365649	9.821315	Walk
499	0.016759925	-0.019154198	9.838076	Walk
500	0.007182824399999999	0.0	9.814133	Walk
501	0.023942748	-0.019154198	9.816526	Walk
502	0.007182824399999999	0.0	9.80695	Walk
503	0.023942748	-0.007182824399999999	9.8237095	Walk
504	0.019154198	0.026337024	9.785401	Walk
505	0.021548472000000003	-0.016759925	9.773430000000001	Walk
506	0.019154198	0.043096945	9.72315	Walk
507	0.011971374	-0.016759925	9.730332	Walk
508	0.011971374	0.0047885496	9.737515	Walk
509	0.026337024	-0.045491222000000005	9.732727	Walk
510	0.023942748	-0.0047885496	9.744699	Walk
511	0.021548472000000003	-0.023942748	9.73991	Walk
512	0.016759925	-0.06943397	9.754275	Walk
513	0.035914123	-0.007182824399999999	9.763853	Walk
514	0.023942748	-0.009577099	9.785401	Walk
515	0.007182824399999999	0.0023942748	9.775824	Walk
516	0.03351985	-0.009577099	9.783007000000001	Walk
517	0.021548472000000003	-0.016759925	9.804555	Walk
518	0.019154198	-0.047885496	9.794978	Walk
519	0.03351985	-0.038308397	9.797373	Walk
520	0.028731298	0.007182824399999999	9.80695	Walk
521	-0.0023942748	-0.06464542	9.809344	Walk
522	0.021548472000000003	-0.014365649	9.804555	Walk
523	0.028731298	-0.016759925	9.811738	Walk
524	0.028731298	-0.019154198	9.818921000000001	Walk
525	0.007182824399999999	-0.0023942748	9.897932	Walk
526	0.007182824399999999	-0.0047885496	9.830893	Walk
527	0.011971374	-0.0023942748	9.835681	Walk
528	0.038308397	0.0023942748	9.838076	Walk
529	0.028731298	0.014365649	9.847652	Walk
530	0.026337024	0.0023942748	9.842864	Walk
531	0.0	-0.009577099	9.828498	Walk
532	0.026337024	-0.0023942748	9.842864	Walk
533	0.028731298	-0.011971374	9.859624	Walk
534	0.03351985	-0.023942748	9.873989	Walk
535	0.016759925	-0.10055954	9.833286	Walk
536	0.019154198	-0.0047885496	9.833286	Walk
537	0.026337024	0.026337024	9.847652	Walk
538	0.04070267	-0.035914123	9.8548355	Walk
539	0.011971374	0.009577099	9.847652	Walk
540	0.007182824399999999	-0.016759925	9.862017999999999	Walk
541	0.045491222000000005	-0.011971374	9.857229	Walk
542	0.019154198	-0.009577099	9.847652	Walk
543	0.011971374	0.007182824399999999	9.840469	Walk
544	0.028731298	0.011971374	9.857229	Walk
545	0.031125572	-0.026337024	9.850046	Walk
546	0.014365649	0.0047885496	9.842864	Walk
547	0.047885496	0.038308397	9.852441	Walk
548	0.028731298	0.011971374	9.840469	Walk
549	0.023942748	-0.028731298	9.866806	Walk
550	0.023942748	-0.007182824399999999	9.8548355	Walk
551	0.043096945	-0.009577099	9.842864	Walk
552	0.028731298	-0.026337024	9.852441	Walk
553	0.023942748	-0.023942748	9.840469	Walk
554	0.038308397	-0.035914123	9.840469	Walk
555	0.019154198	0.052674048	9.869201	Walk
556	0.023942748	0.026337024	9.8548355	Walk
557	0.047885496	0.023942748	9.840469	Walk
558	0.028731298	-0.0047885496	9.859624	Walk
559	0.019154198	0.016759925	9.857229	Walk
