Timestamp,Milliseconds,Illuminance
2019-10-27 21:42:51,2,156.0
2019-10-27 21:42:52,1002,75.0
2019-10-27 21:42:53,2003,199.0
2019-10-27 21:42:54,3002,197.0
2019-10-27 21:42:55,4002,197.0
2019-10-27 21:42:56,5003,197.0
2019-10-27 21:42:57,6002,197.0
2019-10-27 21:42:58,7002,198.0
2019-10-27 21:42:59,8003,198.0
2019-10-27 21:43:00,9002,198.0
2019-10-27 21:43:01,10002,198.0
2019-10-27 21:43:02,11002,198.0
2019-10-27 21:43:03,12002,198.0
2019-10-27 21:43:04,13002,198.0
2019-10-27 21:43:05,14002,197.0
2019-10-27 21:43:06,15003,198.0
2019-10-27 21:43:07,16002,198.0
2019-10-27 21:43:08,17003,198.0
2019-10-27 21:43:09,18002,198.0
2019-10-27 21:43:10,19002,198.0
2019-10-27 21:43:11,20003,198.0
2019-10-27 21:43:12,21002,197.0
2019-10-27 21:43:13,22002,197.0
2019-10-27 21:43:14,23003,197.0
2019-10-27 21:43:15,24002,198.0
2019-10-27 21:43:16,25003,198.0
2019-10-27 21:43:17,26003,197.0
2019-10-27 21:43:18,27002,197.0
2019-10-27 21:43:19,28003,198.0
2019-10-27 21:43:20,29002,198.0
2019-10-27 21:43:21,30002,198.0
2019-10-27 21:43:22,31003,168.0
2019-10-27 21:43:23,32002,196.0
2019-10-27 21:43:24,33002,197.0
2019-10-27 21:43:25,34002,197.0
2019-10-27 21:43:26,35002,198.0
2019-10-27 21:43:27,36003,190.0
2019-10-27 21:43:28,37002,55.0
2019-10-27 21:43:29,38003,143.0
2019-10-27 21:43:30,39002,179.0
2019-10-27 21:43:31,40002,179.0
2019-10-27 21:43:32,41003,179.0
2019-10-27 21:43:33,42002,179.0
2019-10-27 21:43:34,43002,178.0
2019-10-27 21:43:35,44002,178.0
2019-10-27 21:43:36,45002,178.0
2019-10-27 21:43:37,46002,178.0
2019-10-27 21:43:38,47003,178.0
2019-10-27 21:43:39,48002,178.0
2019-10-27 21:43:40,49002,178.0
2019-10-27 21:43:41,50002,178.0
2019-10-27 21:43:42,51003,178.0
2019-10-27 21:43:43,52002,178.0
2019-10-27 21:43:44,53002,178.0
2019-10-27 21:43:45,54002,178.0
2019-10-27 21:43:46,55003,178.0
2019-10-27 21:43:47,56002,178.0
2019-10-27 21:43:48,57002,178.0
2019-10-27 21:43:49,58003,178.0
2019-10-27 21:43:50,59003,179.0
2019-10-27 21:43:51,60002,179.0
2019-10-27 21:43:52,61002,179.0
2019-10-27 21:43:53,62002,179.0
2019-10-27 21:43:54,63003,178.0
2019-10-27 21:43:55,64002,178.0
2019-10-27 21:43:56,65002,178.0
2019-10-27 21:43:57,66002,178.0
2019-10-27 21:43:58,67003,178.0
2019-10-27 21:43:59,68002,178.0
2019-10-27 21:44:00,69002,178.0
2019-10-27 21:44:01,70002,178.0
2019-10-27 21:44:02,71002,178.0
2019-10-27 21:44:03,72003,178.0
2019-10-27 21:44:04,73002,178.0
2019-10-27 21:44:05,74002,178.0
2019-10-27 21:44:06,75003,178.0
2019-10-27 21:44:07,76002,178.0
2019-10-27 21:44:08,77002,178.0
2019-10-27 21:44:09,78003,178.0
2019-10-27 21:44:10,79002,178.0
2019-10-27 21:44:11,80002,178.0
2019-10-27 21:44:12,81002,178.0
2019-10-27 21:44:13,82002,177.0
2019-10-27 21:44:14,83003,173.0
2019-10-27 21:44:15,84002,172.0
