Timestamp,Milliseconds,Degrees
2019-10-27 20:37:28,4,0.0
2019-10-27 20:37:29,1003,0.0
2019-10-27 20:37:30,2003,0.0
2019-10-27 20:37:31,3004,0.0
2019-10-27 20:37:32,4003,0.0
2019-10-27 20:37:33,5003,0.0
2019-10-27 20:37:34,6004,0.0
2019-10-27 20:37:35,7003,0.0
2019-10-27 20:37:36,8003,0.0
2019-10-27 20:37:37,9003,0.0
2019-10-27 20:37:38,10006,0.0
2019-10-27 20:37:39,11003,0.0
2019-10-27 20:37:40,12003,0.0
2019-10-27 20:37:41,13004,0.0
2019-10-27 20:37:42,14003,0.0
2019-10-27 20:37:43,15004,0.0
2019-10-27 20:37:44,16003,0.0
2019-10-27 20:37:45,17003,0.0
2019-10-27 20:37:46,18003,0.0
2019-10-27 20:37:47,19003,0.0
2019-10-27 20:37:48,20004,0.0
2019-10-27 20:37:49,21003,0.0
2019-10-27 20:37:50,22004,0.0
2019-10-27 20:37:51,23003,0.0
2019-10-27 20:37:52,24004,0.0
2019-10-27 20:37:53,25003,0.0
2019-10-27 20:37:54,26003,0.0
2019-10-27 20:37:55,27003,0.0
2019-10-27 20:37:56,28004,0.0
2019-10-27 20:37:57,29003,0.0
2019-10-27 20:37:58,30004,0.0
2019-10-27 20:37:59,31003,0.0
2019-10-27 20:38:00,32040,0.0
2019-10-27 20:38:01,33043,0.0
2019-10-27 20:38:02,34039,0.0
2019-10-27 20:38:03,35043,0.0
2019-10-27 20:38:04,36030,0.0
2019-10-27 20:38:05,37035,0.0
2019-10-27 20:38:06,38044,0.0
2019-10-27 20:38:07,39041,0.0
2019-10-27 20:38:08,40043,0.0
2019-10-27 20:38:09,41043,0.0
2019-10-27 20:38:10,42040,0.0
2019-10-27 20:38:11,43040,0.0
2019-10-27 20:38:12,44044,0.0
2019-10-27 20:38:13,45035,0.0
2019-10-27 20:38:14,46039,0.0
2019-10-27 20:38:15,47039,0.0
2019-10-27 20:38:16,48043,0.0
2019-10-27 20:38:17,49031,0.0
2019-10-27 20:38:18,50043,0.0
2019-10-27 20:38:19,51044,0.0
2019-10-27 20:38:20,52039,0.0
2019-10-27 20:38:21,53041,0.0
2019-10-27 20:38:22,54039,0.0
2019-10-27 20:38:23,55043,0.0
2019-10-27 20:38:24,56044,0.0
2019-10-27 20:38:25,57041,0.0
2019-10-27 20:38:26,58043,0.0
2019-10-27 20:38:27,59045,0.0
2019-10-27 20:38:28,60039,0.0
2019-10-27 20:38:29,61043,0.0
2019-10-27 20:38:30,62043,0.0
2019-10-27 20:38:31,63041,0.0
2019-10-27 20:38:32,64040,0.0
2019-10-27 20:38:33,65021,0.0
2019-10-27 20:38:34,66011,0.0
2019-10-27 20:38:35,67040,0.0
2019-10-27 20:38:36,68043,0.0
2019-10-27 20:38:37,69043,0.0
2019-10-27 20:38:38,70025,0.0
2019-10-27 20:38:39,71025,0.0
2019-10-27 20:38:40,72039,0.0
2019-10-27 20:38:41,73039,0.0
2019-10-27 20:38:42,74006,0.0
2019-10-27 20:38:43,75005,0.0
2019-10-27 20:38:44,76040,0.0
2019-10-27 20:38:45,77039,0.0
2019-10-27 20:38:46,78044,0.0
2019-10-27 20:38:47,79039,0.0
2019-10-27 20:38:48,80044,0.0
2019-10-27 20:38:49,81043,0.0
2019-10-27 20:38:50,82039,0.0
2019-10-27 20:38:51,83043,0.0
2019-10-27 20:38:52,84044,0.0
2019-10-27 20:38:53,85039,0.0
2019-10-27 20:38:54,86015,0.0
2019-10-27 20:38:55,87040,0.0
2019-10-27 20:38:56,88039,0.0
2019-10-27 20:38:57,89044,0.0
2019-10-27 20:38:58,90015,0.0
2019-10-27 20:40:53,205720,0.0
2019-10-27 20:40:53,205720,0.0
2019-10-27 20:40:53,205720,0.0
2019-10-27 20:40:53,205720,0.0
2019-10-27 20:40:53,205720,0.0
2019-10-27 20:40:53,205720,0.0
2019-10-27 20:40:53,205720,0.0
2019-10-27 20:40:53,205720,0.0
